전시회 개최년도,전시회 한글명,전시회 영문 약칭명,전시회 영문명 전체명 ,전시회 분류,전시회 개최주기,전시회 개최국가,전시회 개최도시,전시회 개최건물,전시 분야,전시 품목,전시회 시작일,전시회 종료일,총 참가국 수,총 참가업체,참가규모 부스 수,참가규모 업체 수,국내참가 기업수,한국참가 주관단체명,한국참가 주관단체 주소,전시회 모집기간 시작일,전시회 모집기간 종료 일
2018,2018 일본 치바 농자재&기술전시회,AGRIWORLD2018,AGRIWORLD2018,기타,매년,일본,치바,마쿠하리메쎄,농자재. 시설원예자재. 농업기술 등,온실시공. 온실자재. 환경조절장치. 친환경농자재 등,2018-10-10,2018-10-12,30,1870,14,13,18,한국농기계공업협동조합,충남 천안시 서북구 성거읍 정자1길 180,2019-02-01,2019-03-13
2018,2018 일본 도쿄 국제문구사무용품전시회,ISOT,International Stationery & Office Products Fair Tokyo,기타,매년,일본,도쿄,Big sight,학용품. 사무용품. 사무기기. 선물용품. 포장용품,필기구. 노트. 다이어리. 포장지. 화일. 마커. 파스텔,2018-07-04,2018-07-06,38,314,14,13,177,한국문구공업협동조합,서울 중구 장충동2가1∼190번지 186-33,2018-04-11,2018-06-09
2018,2018 미국 라스베가스 화장품 미용 박람회,CPNA 2018,Cosmoprof North America 2018,기타,매년,미국,라스베가스,만델레이베이 센터,화장품. 미용용품,기초화장품. 메이크업. 헤어. 네일. 에스테틱. 스파. 잡화. 미용기기,2018-07-29,2018-07-31,46,1500,30,31,92,(사)국제뷰티산업교역협회,서울시 금천구 가산동 543-1 대성디폴리스 지식산업센터 B동 1302-2호,2018-06-18,2018-06-25
2018,2018 중국 상하이 국제가구전시회,Furniture China 2018,The 23st China International Furniture Expo,유망전시회,매년,중국,상하이,Shanghai New International Expo Center and Shanghai World Expo,가구 및 인테리어,"사무용가구, 가정용가구, 인테리어 소품, 원부자재",2018-09-12,2018-09-15,32,3500,10,10,9,대한가구산업협동조합연합회,서울시 동대문구 장안동 374-2 가구회관 3층,2018-10-01,2018-12-06
2018,2019 독일 뮌헨 춘계 패브릭스타트 섬유전시회,MFS 20 S/S,Munich Fabric Start 20 S/S,유망전시회,연2회,독일,뮌헨,Munich Order Center,섬유,"원사, 천연섬유, 기능성섬유, 친환경섬유, 액세서리 및 부자재 등",2019-01-29,2019-01-31,35,1000,33,32,30,한국섬유수출입조합,서울 강남구 테헤란로528 섬유센터빌딩  16층 한국섬유수출입조합,2018-10-01,2018-12-12
2018,2019 독일 프랑크푸르트 국제문구및사무용품박람회,PW,Paperworld,기타,매년,독일,프랑크푸르트,Messe Frankfurt Ground,학용품. 사무용품. 사무기기. 선물용품. 포장용품,필기구.노트.다이어리.포장지.화일. IT및 프린터액세서리.마커.파스텔등,2019-01-27,2019-01-30,61,1641,25,25,289,한국문구공업협동조합,서울 중구 장충동2가1∼190번지 186-33,2019-01-01,2019-02-18
2018,2019년 춘계뉴욕텍스월드,Texworld USA 2019 S/S,Texworld USA 2019 S/S,유망전시회,연2회,미국,뉴욕,Javits Convention Center,섬유류 전반,"면, 데님, 자수, 직물, 기능성 섬유, 니트, 레이스, 린넨, 프린트, 실크, 실키 제품,울, 악세서리, 친환경 소재 등",2019-01-21,2019-01-23,13,272,42,35,39,한국섬유산업연합회,서울 강남구 대치2동 섬유센터 16층  한국섬유산업연합회,2019-04-01,2019-04-10
2018,웨스트코스트아트 프레임 엑스포 2019,WCAF EXPO 2019,West Coast Art & Frame Expo 2019,유망전시회,매년,미국,라스베이거스,Paris LasVegas Hotel & Casino,프레임 관련 장식 인테리어,새로운 프레임과 액자몰딩. 그리고 그림과 아트포스터. 판화 프레임관련 기기,2019-01-21,2019-01-23,48,185,10,10,10,한국프레임공업협동조합,서울 종로구 새문안로3길 30 대우빌딩 복합동 712호,2018-01-01,2018-10-26
2018,중국(상해)국제환경보호박람회,IE EXPO,China International Environmental Protection Exhibition,유망전시회,매년,중국,상해,상해신국제박람중심,환경산업종합,"수질, 대기, 폐기물, 토양, 에너지, 측정분석",2018-05-03,2018-05-05,30,1500,12,11,11,환경보전협회,서울 성동구 광나루로 320-2 YD빌딩,2018-01-15,2018-04-06
2018,2018 미국 휴스턴 국제안전전시회,NSC 2018,National Safety Council Congress & Expo 2018,기타,매년,미국,휴스턴,George R. Brown Convention Center,"산업안전보건, 보호구, 재해예방","개인보호구, 소방, 가스, 교통안전장비, 작업환경개선, 보건장비 등",2018-10-22,2018-10-24,26,1081,11,10,7,(사)안전보호구협회,"서울 영등포구 국회대로 750, 613호(여의도동, 금산빌딩)",2018-08-06,2018-08-10
2018,2018 브라질 상파울루 국제의료기기 전시회,Hospitalar 2018,"25th International Fair for Products, Equipment and Services for Hospitals, Clinics and Laboratories",기타,매년,브라질,상파울루,SaoPaulo Expo Center,의료기기,의료기기 전품목,2018-05-22,2018-05-25,43,1090,32,31,38,한국의료기기공업협동조합,서울 중구 퇴계로 450 신영빌딩 7층,2018-02-01,2018-05-08
2018,2018 인도 뭄바이 국제의료기기 전시회,Medical Fair India 2018,"24th INTERNATIONAL EXHIBITION AND CONFERENCE BOMBAY CONVENTION & EXHIBITION CENTRE, MUMBAI",기타,매년,인도,뭄바이,BOMBAY CONVENTION & EXHIBITION CENTRE,의료기기,의료기기전품목,2018-03-16,2018-03-18,30,519,18,17,30,한국의료기기공업협동조합,서울 중구 퇴계로 450 신영빌딩 7층,2018-02-01,2018-02-28
2018,2018 베트남 호치민 비엣뷰티,Viet beauty 2018,Viet beauty 2018,기타,매년,베트남,호치민,SECC,화장·미용용품,화장품. 미용 & 두발용품. 미용기기. 네일제품. 살롱·스파 외,2018-07-19,2018-07-21,15,2200,40,40,40,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2018-04-01,2018-07-31
2018,2018 홍콩 코리아소싱페어 - 모바일일렉트로닉스,KSF-ME 2018,Korea Sourcing Fair - Mobile Electronics,기타,매년,중국,홍콩,Asia World-Expo,전자IT,모바일액세서리. 통신기기 등,2018-10-18,2018-10-21,24,1299,35,35,39,한국전자산업협동조합,서울 서초구 방배로117 전자조합빌딩 6층,2018-07-16,2018-09-21
2018,2018 독일 뒤셀도프르 국제의료기기 전시회,MEDICA 2018,MEDICA 2018,유망전시회,매년,독일,뒤셀도르프,"D sseldorf, Exhibition Centre",의료기기 전품목 및 의료기기 부품,의료기기 전품목,2018-11-12,2018-11-15,68,5094,84,83,218,한국의료기기공업협동조합,서울 성동구 성수2가3동289 289-9 덕산빌딩 7층,2019-09-16,2019-10-08
2018,2019 UAE 두바이 국제 의료기기 전시회(제44회),Arab Health 2018,Arab Health 2018,기타,매년,아랍에미리트,두바이,Dubai International Convention and Exhibition Centre,의료기기 전품목,의료기기 전품목,2019-01-28,2019-01-31,68,4072,93,92,164,한국의료기기공업협동조합,서울 성동구 성수2가3동289 289-9 덕산빌딩 7층,2019-09-16,2019-10-07
2018,2018 홍콩 춘계전자박람회,HKEF(SE) 2018,2018 Hong Kong Electronics Fair (Spring Edition),기타,매년,홍콩,홍콩,홍콩종합전시장,전자부품 및 완제품 일체,오디오비주얼. 전자부품. 차량탑재부품. 모바일. 디지털 이미징 등,2018-04-13,2018-04-16,20,2909,15,15,44,한국정보기술연구원,"서울 구로구 디지털로34길, 43 코오롱싸이언스밸리1차 401호",2017-12-01,2018-02-26
2018,독일국제케이블방송전시회,ANGA COM,"ANGA International Trade Fair For Cable, Satellite and Multiedia",유망전시회,매년,독일,퀼른,Fair Ground,"Broadband, Next Generation Networks, Consumer electronics","FTTX, Smart TV , DOCSIS, All over IP , Videon on Demand, Multiscreen",2018-06-12,2018-06-14,34,450,11,10,10,한국스마트홈산업협회,서울특별시 금천구 가산동 429-1 뉴티캐슬 1101,2019-01-02,2019-04-27
2018,2019 독일뉴렌버그 완구 박람회,-,SPIELWARENMESSE 2019,유망전시회,매년,독일,뉴렌버그,뉴렌버그 상설 전시장,완구,완구 및 유아용품,2019-01-30,2019-02-03,123,2871,14,12,50,한국완구공업협동조합,서울시 구로구 디지털로 26길 110 동일테크노타운 2차 4층,2018-05-01,2018-10-31
2018,2018 홍콩 아시아태평양피혁전시회,APLF,Asia Pacific Leather Fair,기타,매년,홍콩,홍콩,Hong Kong Convention & Exhibition Centre,피혁 및 피혁관련제품,피혁원단. 피혁관련제품(의류. 신발. 가방. 악세사리 등). 화공약품. 관련기계,2018-03-14,2018-03-16,46,856,29,21,180,한국피혁공업협동조합,서울 중구 신당5동101∼156 101-7 동원빌딩 402호,2017-12-11,2018-02-21
2018,2018년 중국광저우 국제미용미발 화장용품 박람회(춘계),2018 CIBE(Spring),China International Beauty Expo - Spring 2018,유망전시회,매년,중국,광저우,Pazhou Complex Area B,화장.미용용품,"화장품,미용 & 두발용품,네일제품 외",2018-03-10,2018-03-12,35,2133,55,55,1822,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2017-11-01,2018-02-28
2017,2017 미국 아트 산타페,ASF,Art Santa Fe,기타,매년,미국,산타페,산타페 컨벤션 센터,예술품,arts and cragr works,2017-07-13,2017-07-16,0,60,10,10,10,이천도자기사업협동조합,경기도 이천시 경충대로 2697번길 306,2017-03-01,2018-03-13
2017,2017 브라질 상파울루 뷰티 박람회,Beauty fair 2017,International Fair Professional  Beauty 2017,기타,매년,브라질,상파울루,Expo Center Norte,생활소비재,"기초화장품, 메이크업, 네일, 헤어, 에스테틱, 미용기기 등",2017-09-09,2017-09-12,39,160000,21,20,0,(사)국제뷰티산업교역협회,서울시 금천구 가산동 543-1 대성디폴리스 지식산업센터 B동 1302-2호,2017-05-22,2017-07-05
2017,홍콩 춘계 보석박람회,HKIJS 2017,Hong Kong International Jewellery Show 2017,기타,매년,중국,홍콩,홍콩종합전시장,보석,"파인주얼리, 금 은주얼리, 보석악세서리 등",2017-03-02,2017-03-06,0,0,50,50,0,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 국제협력실,2017-02-10,2017-02-23
2017,2017 코스모뷰티 아시아,Cosmobeaute Asia 2017,2017 the 13th Malaysian Int'l Exhibition &,기타,매년,말레이지아,쿠알라룸푸르,PWTC,화장.미용용품,화장.미용용품,2017-07-18,2017-07-20,0,0,21,20,0,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 아주실,2017-03-20,2017-04-13
2017,"2017 중국 북경 국제건설기계, 건축자재 기계 및 광산기계 전시",BICES 2017,The 14th Beijing International Construction Machinery,기타,격년,중국,북경,New Beijing International Exhibition Center,건설기계,건설기계 어태치먼트 및 부품,2017-09-20,2017-09-23,18,1050,16,10,10,한국건설기계산업협회,경기도 성남시 분당구 금곡동 35,2017-01-02,2017-02-04
2017,2017 터키 이스탄불 교통 전시회,Intertraffic Istanbul 2017,Intertraffic Istanbul 2017,기타,격년,터키,이스탄불,Istanbul Expo Center Turkey,도로교통 장비. 주차관리 설비. 교통관리 기기. 도로안전시설물,도로교통 장비. 주차관리 설비. 교통관리 기기. 도로안전시설물,2017-05-24,2017-05-26,93,182,11,10,2,한국도로협회,(05718 ) 서울특별시 송파구 중대로 113 (가락동) 3층,2017-01-09,2017-04-30
2017,2017 베트남 호치민 건축건설 전시회,VIETBUILD 2017,International Exhibition VIETBUILD 2017,기타,기타,베트남,호치민,SECC,건축. 건설. 컨설팅. 건축디자인. 현장상담. 건자재. 인테리어. 데코레이션,건축. 건설. 컨설팅. 건축디자인. 현장상담. 건자재. 인테리어. 데코레이션,2017-06-23,2017-06-27,27,800,12,11,11,한국금속공업협동조합,서울 영등포구 여의도동 금산빌딩  10층,2017-04-12,2017-04-17
2017,일본 IFF매직도쿄 피혁완제품 전시회,FA,Fashion Access,기타,매년,일본,도쿄,빅사이트,피혁완제품,"피혁 완제품 (의류, 가방, 신발, 장갑, 혁대, 액세서리 등)",2017-09-27,2017-09-29,18,117,10,10,37,한국피혁공업협동조합,서울 중구 신당5동101∼156 101-7 동원빌딩 402호,2017-05-08,2017-08-08
2017,중국상해피혁전시회,ACLE,All China Leather Exhibition,기타,매년,중국,상해,상해뉴인터내셔널엑스포센터,피혁 및 피혁관련제품,"피혁 원단, 화공약품, 관련기계 등",2017-08-30,2017-09-01,36,1167,10,10,710,한국피혁공업협동조합,서울 중구 신당5동101∼156 101-7 동원빌딩 402호,2017-04-24,2017-07-10
2017,2017 중국 상하이 국제부직포전시회,SINCE 2017,The 17th Shanghai International Nonwovens Conference & Exhibition,기타,격년,중국,상하이,Shanghai World Expo,부직포관련 제품일체. 제조설비. 원사 및 관련 화학품. 기타,부직포관련 제품일체. 제조설비. 원사 및 관련 화학품. 기타,2017-11-08,2017-11-10,20,400,11,11,15,한국부직포공업협동조합,서울 서대문구 충정로2가 191 골든타워빌딩 1514호,2017-06-15,2017-09-21
2017,2018 미국 덴버 동계 아웃도어 용품 전시회,2018 ORWM,2018 Outdoor Retailer Winter Market,기타,매년,미국,덴버,Colorado Convention Center,기능성섬유. 스포츠 및 아웃도어 의류. 용품. 원부자재 등,기능성섬유. 스포츠 및 아웃도어 의류. 용품. 원부자재 등,2018-01-25,2018-01-28,40,1626,30,31,30,한국아웃도어스포츠산업협회,서울특별시 강남구 테헤란로92길 39 동해빌딩 3층,2017-01-01,2018-03-09
2017,2017 하반기 독일 프리미엄 베를린 국제패션박람회,Premium Berlin,International Fashion Trade Show,기타,연2회,독일,베를린,베를린스테이션,패션,"여성복, 남성복, 캐주얼의류, 패션잡화 등",2017-06-28,2017-06-30,46,1800,10,10,32,사단법인 대한패션디자이너협회,서울강남구논현동 6-21 세양ApexTower 714호,2017-02-27,2017-03-24
2017,2017 중국상하이국제뷰티엑스포,2017CIBE(Shanghai),2017 China International Beauty Expo (Shanghai),기타,매년,중국,상하이(홍차우),National Exhibition & Convention Center,"화장품 및 미용용품, 미용기기","화장품, 미용용품, 화장소품, 화장도구, 화장품용기, 미용기기",2017-05-06,2017-05-08,18,2400,51,50,130,한국화장품공업협동조합,서울 영등포구 여의도동 16-2 중소기업중앙회 802호,2016-12-15,2017-03-31
2017,2017 태국 방콕 국제의료기기 전시회,Medical Fair Thailand  2017,"8th International Exhibition on Hospital, Diagnostic, Pharmaceutical, Medical & Rehabilitation Equipment & Supplies",기타,격년,태국,방콕,Queen Sirikit National Convention Center,의료기기,의료기기전품목,2017-09-06,2017-09-08,43,488,25,24,42,한국의료기기공업협동조합,서울 중구 퇴계로 450 신영빌딩 7층,2017-04-25,2017-05-31
2017,2017 말레이시아국제뷰티엑스포,BeautyExpo17,Beauty Expo 2017 in Malasia,기타,매년,말레이지아,쿠알라룸푸르,Kuala Lumpur Convention Centre,화장품뷰티 분야,"화장품, 미용용품, 화장소품, 화장도구, 화장품용기, 뷰티기기 등",2017-10-06,2017-10-09,23,520,26,25,29,한국화장품공업협동조합,서울 영등포구 여의도동 16-2 중소기업중앙회 802호,2017-03-21,2017-07-21
2017,2017 홍콩 메가쇼 (파트1),Mega Show 2017 (Part1),Mega Show 2017 (Part1),기타,매년,홍콩,완차이,Hong Kong Convention & Exhibition Centre,선물 및 프리미엄 제품. 가정용품. 주방 및 다이닝 용품 등,고무장갑. 가정용 전자기기. 유아복. 장난감. 귀금속. 유리제품 등,2017-10-20,2017-10-23,130,52400,11,10,126,(재)전라북도경제통상진흥원,전라북도 전주시 덕진구 팔과정로 164 별관 2층,2017-01-01,2017-09-15
2017,2017 일본 도쿄 선물용품잡화전,GIFTEX 2017,GIFTEX World 2017,기타,매년,일본,도쿄,빅사이트,생활소비재,"생활용품, 공예, 완구, 문구, 선물, 판촉물 등",2017-07-05,2017-07-07,38,706,18,16,15,중소기업중앙회,서울시 영등포구 은행로30 중소기업중앙회 3층,2017-04-01,2017-04-28
2017,85회 동경 국제 선물 용품전,Tokyo Gift Show 2018,The 85th Tokyo International Gift Show Spring 2018,기타,연2회,일본,동경,빅사이트,소비재,소비재,2018-02-07,2018-02-09,25,2500,16,15,50,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 아주실,2017-06-01,2017-09-30
2017,2018 일본 도쿄 제85회 국제선물용품전,Tokyo Gift Show 2018,The 85th Tokyo International Gift Show Spring 2018,유망전시회,연2회,일본,도쿄,빅사이트,소비재,소비재,2018-02-07,2018-02-09,25,2500,20,19,50,중소기업중앙회,서울시 영등포구 은행로30 중소기업중앙회 3층,2017-11-07,2018-02-21
2017,2017년 아시아 &태평양미용 박람회 (추계),2017 Beauty Fair（Autumn）,2017Asia&Pacific Area International Beauty Fair(Autumn),일반전시회,연2회,중국,하얼빈,하얼빈 국제 컨벤션센터,"화장,미용용품",화장품.헤어제품.미용용구 미용미발 기기.미용성형.네일관련제품.향수.다이어트용품.반영구용품 등,2017-10-28,2017-10-30,10,630,40,40,500,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2017-07-11,2017-10-25
2017,"2017 독일 쾰른 의료기기, 미용, 스포츠 전시회",FIBO 2017,"The leading international trade show for fitness, wellness and health",기타,매년,독일,쾰른,Exhibition Center Cologne,"의료기기, 건강, 미용, 스포츠","의료기기, 건강, 미용, 스포츠",2017-04-06,2017-04-09,40,725,12,11,435,중소기업기술혁신협회,경기도 성남시 분당구 삼평동 622번지 이노밸리 E동 202호,2017-01-01,2017-04-09
2017,2018 춘계 프랑스 파리 인테리어 디자인 및 데코전시회,MAISON&OBJET Paris 2018,MAISON&OBJET Paris 2018,기타,연2회,프랑스,파리,Paris Nord Villepinte,"건축, 디자인","인테리어 디자인 및 홈 데코레이션, 가구, 인테이러 소품, 조명, 테이블웨어, 욕실용품, 섬유, 웰빙 등",2018-01-19,2018-01-22,59,3318,12,11,1479,중소기업기술혁신협회,경기도 성남시 분당구 삼평동 622번지 이노밸리 E동 202호,2017-09-01,2017-11-30
2017,2017 프랑스 파리 추계 프레미에르비죵 섬유 전시회,2017 F/W PV Paris,2017 F/W PREMIERE VISION Paris,기타,연2회,프랑스,파리,PARIS NORD VILLEPINTE,"패션, 섬유원단","원가, 패션직물류, 기능성섬유, 악세사리 및 부자재",2017-09-12,2017-09-14,126,1898,30,30,39,한국섬유수출입조합,서울 강남구 대치3동 섬유센터빌딩  16층 한국섬유수출입조합,2017-03-10,2017-05-19
2017,2017 중국 상하이 국제봉제기계 전시회,CISMA 2017,China Int`l Sewing Machinery & Accessories Show 2017,기타,격년,중국,상해,Shanghai New International Expo Center,봉제기계류 및 부품,"산업용재봉기,자동자수기,디자인캐드캠, 봉제기계류 전품목",2017-09-26,2017-09-29,23,1240,40,20,20,한국봉제기계공업협회,서울시 영등포구 양평로16 대정프라자 703호,2016-11-11,2017-12-31
2017,2017 심천 국제 패션 브랜드 페어,Fashion SZ Show,China International Fashion Brand Fair - Shenzhen,기타,매년,중국,심천,Shenzhen Convention & Exhibition Center,패션 의류 및 액세서리,"Men’s Wear, Casual Wear, Tidal Current Brand, Maternity & Kids Wear, Women’s Wear, Fashion Accessories, Personalized Tailoring, Multi Brand Set Shop, Lingerie, Apparel Fabrics, Textile Equipments, Others",2017-07-06,2017-07-08,32,1277,54,50,59,한국패션협회,서울 성동구 성수동2가 289-5 성수에이팩센터 901호,2017-05-02,2017-06-20
2017,2017 홍콩메가쇼 (Part1),Mega Show 2017 (Part1),HongKong Mega Show 2017 (Part1),일반전시회,매년,홍콩,홍콩,Hong Kong Convention & Exhibition Centre,종합소비재,"가정용품, 가구산업, 문구 사무기기, 선물 및 판촉용품, 소비재",2017-10-20,2017-10-23,32,3500,21,20,20,한국의류판매업협동조합연합회,서울특별시 성동구 무학로6길 3 (홍익동)신라빌딩 3층,2017-04-01,2017-08-31
2017,2017 상하이 가구전시회,China International Furniture Fair 2017 (Shanghai),CIFF 2017 (Shanghai),기타,연2회,중국,상하이,National Exhibition and Convention Center,가구,"사무용 가구, 원부자재 등",2017-09-07,2017-09-10,17,2000,11,10,10,대한가구산업협동조합연합회,서울시 동대문구 장안동 374-2 가구회관 3층,2017-01-02,2017-08-31
2017,라스베가스 소비재 전시회,ASDLA,SOURCEDIRECT at ASD,기타,연2회,미국,라스베가스,라스베가스 컨벤션 센터,소비재,소비재,2018-02-28,2018-03-02,95,5500,3000,2600,1000,중소기업기술혁신협회,경기도 성남시 분당구 삼평동 622번지 이노밸리 E동 202호,2016-11-10,2017-01-05
2017,2017 미국 라스베가스  프로젝트 국제 패션박람회(추계),Project Las Vegas F/W,PROJECT - Contemporary Apparel and Accessories for Men and Women,기타,연2회,미국,라스베가스,MandalayBayConventionCenter,패션,여성복. 가방. 스카프. 쥬얼리. 선글라스. 모자 등,2017-08-14,2017-08-16,25,1800,21,20,11,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2017-05-31,2017-06-02
2017,2017 일본 국제 로봇전,IREX 2017,International Robot Exhibition 2017,기타,격년,일본,도쿄,빅사이트,로봇,"제조용 로봇, 서비스 로봇 등 로봇 관련 제품 및 솔루션",2017-11-29,2017-12-02,20,446,13,10,7,한국로봇산업협회,"서울특별시 용산구 한강대로 109, 301호(한강로 2가, 용성비즈텔)",2017-10-01,2017-11-15
2017,2017 아시아 패션 주얼리 & 액세서리 박람회,AFJ 2017-March,Asia‘s Fashion Jewellery & Accessories Fair 2017-March,기타,매년,중국,홍콩,AsiaWorld-Expo,생활소비재,"패션 주얼리, 액세서리, 주얼리 원부자재",2017-03-01,2017-03-04,15,383,16,15,42,한국공예협동조합연합회,충북 청주시 청원구 상당로 314 청주시 첨단문화산업단지 234호,2017-01-23,2017-02-22
2017,필리핀 마닐라 냉동공조 전시회,HVAC/R Philippines 2017,HVAC/R Philippines 2017,기타,격년,필리핀,마닐라,SMX 컨벤션센터,냉동공조,냉동공조,2017-11-01,2017-11-04,28,1386,12,10,10,한국냉동공조협회,서울 강남구 삼성동  161-7번지 공조회관 한국냉동공조협회,2017-09-01,2017-10-30
