전시회 개최년도,전시회 한글명,전시회 영문 약칭명,전시회 영문명 전체명 ,전시회 분류,전시회 개최주기,전시회 개최국가,전시회 개최도시,전시회 개최건물,전시 분야,전시 품목,전시회 시작일,전시회 종료일,총 참가국 수,총 참가업체,참가규모 부스 수,참가규모 업체 수,국내참가 기업수,한국참가 주관단체명,한국참가 주관단체 주소,전시회 모집기간 시작일,전시회 모집기간 종료 일
2012,"홍콩 패션액세스 피혁 완제품 (의류, 가방, 신발, 장갑, 혁대,",FAA,Fashion Access Autumn,일반전시회,매년,홍콩,홍콩,홍콩컨벤션&익시비션센터,피혁완제품,"피혁완제품(의류, 가방, 신발, 장갑, 혁대, 액세서리 등)",2012-09-27,2012-09-29,27,440,9,8,308,한국피혁공업협동조합,서울 중구 신당5동101∼156 101-7 동원빌딩 402호 ,2012-06-25,2012-08-14
2012,이스탄불국제정보통신박람회,CBE 2012,CeBIT Bilisim Eurasia 2012,기타,매년,터키,이스탄불,T yap Fair Convention and Cong,IT/정보통신,"소프트웨어, 하드웨어 및 주변기기, 통신기반, 디지털 컨텐츠 등",2012-11-29,2012-12-02,17,1078,11,10,13,한국무역협회,서울 강남구 삼성1동 무역센터무역타워  47층 전시마케팅실 ,2012-05-31,2012-10-31
2012,2013 춘계 파리 프레미에르비죵,2013 SS PV PARIS,2013 SS Premiere Vision Paris,일반전시회,연2회,프랑스,파리,Paris Nord Villpinte,"섬유사, 섬유직물, 악세서리","원사, 천연직물, 화섬직물, 기능성직물, 악세서리",2013-02-14,2013-02-16,30,714,22,22,24,한국섬유직물수출입조합,서울 강남구 대치3동 섬유센터빌딩  16층 한국섬유직물수출입조합 ,2012-10-09,2013-01-11
2012,제9회 싱가폴의료기기전시회,Medical Fair Asia 2012,"9th International Exhibition on Hospital, Diagnostic, Pharmaceutical, Medical&Rehabilitation Equipment & Supplies",일반전시회,격년,싱가포르,싱가폴,Singapore International Conven,의료기기,의료기기 전 품목,2012-09-12,2012-09-14,32,474,23,22,22,한국의료기기공업협동조합,서울 성동구 성수2가3동289 289-9 덕산빌딩 7층 ,2012-07-03,2012-12-31
2012,2013 뮌헨 이스포,2013 ISPO Munich,2013 ISPO Munich,일반전시회,매년,독일,뮌헨,New Munich Trade Fair Center,스포츠 레저용품 및 소재,"Sportswear, Running, Outdoor, Fitness, Inline, Board, Racket, Ski, Nordic, Climging, Beachwear, Football, Textrends 등",2013-01-27,2013-01-30,49,2267,20,20,20,한국섬유직물수출입조합,서울 강남구 대치3동 섬유센터빌딩  16층 한국섬유직물수출입조합 ,2012-04-01,2013-01-18
2012,제60회 일본전설공업전,ECEMF 2012,JECA FAIR-60th Electrical Construction and Materials Fair 2012,일반전시회,매년,일본,오사카,Intex Osaka,전기 및 전력산업,"전기기기, 발전 및 원자력기기, 태양광설비, LED 등",2012-05-30,2012-06-01,40,200,11,10,10,한국전기산업진흥회,서울서초구방배동 983-6 ,2012-02-02,2012-04-09
2012,두바이 오피스 전시회,The Office Exhibition,The Office Exhibition,일반전시회,매년,아랍에미리트,Dubai,DIE Center ,사무용가구,"사무용책상,의자,파티션 등",2012-05-15,2012-05-17,56,330,10,10,140,서울경인금속가구조합,서울강서구방화동 498-4 조일빌딩 301 ,2012-02-01,2012-04-05
2012,2012 인도 한국상품전시상담회,KSF:iNDIA,"Korea Sourcing Fair 2012, India",일반전시회,매년,인도,뭄바이,Bombay Exhibition Centre,"전자/IT제품, 가정용품, 욕실용품, 건축기자재, 하드웨어, 공구 등","전자/IT제품, 가정용품, 욕실용품, 건축기자재, 하드웨어, 공구 등",2012-09-20,2012-09-22,7,500,50,50,50,한국무역협회,서울 강남구 삼성1동 무역센터무역타워  47층시장개발실 ,2012-05-02,2012-06-15
2012,2012년 코스모뷰티 베트남 국제 화장.미용 전시회,Cosmobeaute Vietnam 2012,"The 5th Vietnam Int'l Exhibition & Conf. on Cosmetics, Beauty, Hair & Spa",일반전시회,매년,베트남,호치민,Saigon Exhibition&Convention C,화장.미용용품,"화장품, 미용 & 두발용품, 네일 제품, 살롱. 스파 외",2012-04-19,2012-04-21,16,160,21,20,85,사단법인 한국미용산업협회,서울시 구로구 구로동 142-65 5F ,2012-01-09,2012-04-06
2012,제6회 오사카 한국상품 전시상담회,-,Korea Trade Show Osaka 2012,일반전시회,매년,일본,오사카,MY DOME OSAKA,"농수산식품, 건강 미용, 생활잡화, 전기 전자 IT 등","농수산식품, 건강 미용, 생활잡화, 전기 전자 IT 등",2012-10-17,2012-10-18,1,60,60,60,60,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 시장개발실 ,2012-05-14,2012-10-15
2012,인도국제공작기계전,IMTEX2013,Indian Metal-Cutting Machine Tool Exhibition  ,일반전시회,매년,인도,뱅갈로르,BIEC,공작기계 절삭기계류,"절삭기계, 레이저가공기, 절삭공구, 유압기기, 측정기기, 관련 부품 등",2013-01-24,2013-01-30,23,813,60,20,30,한국공작기계산업협회,서울 강남구 대치동  1008-1 타워크리스탈빌딩 4층 ,2012-03-01,2012-12-30
2012,2012 상해 글로벌소싱페어,GSF 2012 - Shanghai,Global Sourcing Fair 2012 - Shanghai,일반전시회,매년,중국,상해,mohock,"생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품","생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품",2012-12-05,2012-12-07,84,848,16,15,32,한국공예협동조합연합회,서울 용산구 효창동 5-104 일진빌딩 4층 ,2012-07-01,2012-11-20
2012,2012 말레이시아 쿠알라룸푸르 국제기계전,METALTECh,The 18th Asean International Machine Tools and Metalworking Technology Exhibition,일반전시회,매년,말레이지아,쿠아라라룸푸르,Putra World Trade Centre,산업기계,"금속가공, 자동화기기, 금형, 계측기기 등",2012-05-15,2012-05-19,31,1500,16,15,356,한국기계산업진흥회,서울 영등포구 여의도동 기계공업진흥회  13-31 기계회관 본관 9층 ,2012-02-26,2012-04-19
2012,상해국제문구 사무용품박람회,Paperworld China,China International Stationery & Office Supplies Exhibition,일반전시회,매년,중국,상하이,Shanghai New International Exp,"사무자동화기기, 사무용품, 학용품, 선물용품, 필기류, 지류, 디자인용","필기구, 노트, 다이어리, 포장지, 프린터액세서리, 마커, 파스텔 등",2012-09-21,2012-09-21,15,516,12,11,408,한국문구공업협동조합,서울 중구 장충동2가1∼190번지 186-33 ,2012-05-14,2012-08-31
2012,프랑스 파리 춘계 프레타포르테,PAP '13 F/W,Pret-A-Porter Paris 2013 F/W,유망전시회,연2회,프랑스,파리,PORTE DE VERSAILLES,"패션의류, 액세서리","여성복, 남성복, 아동복, 캐주얼, 액세서리",2013-01-20,2013-01-23,22,1201,10,10,645,한국패션협회,서울 성동구 성수동2가 289-5 성수에이팩센터 901호,2012-11-20,2012-11-26
2012,한국남동발전 두바이 전력기자재 전시회,WETEX,"Water, Energy Technology & Environment Exhibition",일반전시회,연2회,아랍에미리트,두바이,International Convention & Exh,"송배전분야,  발전분야, 공동분야","송배전분야, 발전분야 품목",2012-03-13,2012-03-15,28,724,32,24,0,대·중소기업협력재단,서울 구로구 구로디지털3길 3번지 키콕스벤쳐센터 8층 ,2012-02-20,2012-04-15
2012,두산중공업 Power Gen 전시회참가,PGI,Power Gen International,기타,매년,미국,올란도,-,Power Plant Equipment,"보일러, 터빈발전기, HRSG, 풍력 등 발전설비 기자재",2012-12-10,2012-12-14,0,0,10,10,0,대·중소기업협력재단,서울 구로구 구로디지털3길 3번지 키콕스벤쳐센터 8층 ,2013-01-01,2013-03-28
2012,롯데건설 인도네시아 자카르타 건축 자재 박람회,Indobuildtech Expo 2012,Indobuildtech Expo 2012,일반전시회,매년,인도네시아,자카르타,-,건설 자재(기계설비 등) 분야,"기계/설비, 전기 제품 등",2012-06-27,2012-07-01,0,0,10,10,0,대·중소기업협력재단,서울 구로구 구로디지털3길 3번지 키콕스벤쳐센터 8층 ,2012-05-01,2012-05-25
2012,아랍에미리트 두바이 국제보안장비전,INTERSEC DUBAI,INTERSEC DUBAI,기타,매년,아랍에미리트,두바이,Int'l Convention & Exhibition,보안,"CCTV Camera, DVR 등",2013-01-15,2013-01-17,48,750,25,20,30,한국전자공업협동조합,서울 서초구 방배1동 925-9 ,2012-06-04,2012-10-31
2012,독일 뮌헨 추계 패브릭스타트,2012 FW MFS,2012 FW Munich Fabric Start,일반전시회,연2회,독일,뮌헨,M.O.C,"원사, 직물, 의류, 악세사리 등","원사, 직물, 의류, 악세사리 등",2012-09-04,2012-09-06,36,800,38,38,38,한국섬유직물수출입조합,서울 강남구 대치3동 섬유센터빌딩  16층 한국섬유직물수출입조합 ,2012-04-01,2012-12-06
2012,"중국 정수, 수처리 전시회 2012",Aquatech China 2012,Aquatech China 2012,일반전시회,매년,중국,상해,Shanghai Exhibition Center,"산업용, 가정용 정수관련 제품, 운송 및 기술","정수기, 연수기, 설비, 정수기부품등",2012-06-06,2012-06-08,31,760,21,20,380,한국정수기공업협동조합,서울 서초구 방배동  816-18  정수회관 1층 ,2012-03-05,2012-03-27
2012,추계 홍콩 인터스토프 국제 섬유전시회,H.K. INTERSTOFF ASIA essential Autumn,Hong Kong INTERSTOFF ASIA essential Autumn,일반전시회,연2회,중국,홍콩,Hong Kong Convention and Exhib,"패션 섬유, 부자재 분야","실크/코튼/울/니트/코팅/린넨/란제리&수영복/기능성 섬유, 화이버/",2012-10-03,2012-10-05,11,207,20,20,123,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호 ,2012-05-14,2012-09-28
2012,2013 인도 국제 건설기계 전시회,BC INDIA 2013,"International Trade Fair for Construction Machinery, Building Material Machines, Mining Machines and Construction Vehicles",일반전시회,격년,인도,뭄바이,Bandra Kurla Complex,"건설기계 및 부품, 건설용 차량 및 건축기자재 관련 제조업체 및 종사자","건설기계 및 부품, 건설용 차량 및 건축기자재 등",2013-02-05,2013-02-08,40,700,16,15,300,한국건설기계산업협회,경기도 성남시 분당구 금곡동 35 ,2012-01-30,2013-01-15
2012,2012 유럽금형전시회,Euromold 2012,Euromold 2012,일반전시회,매년,독일,프랑크푸르트,프랑크푸르트 국제박람회장,"기계,금속","금형 및 부품, 금형가공공작기계, 금형CAD/CAM, 시험검사 및 측정기기, 공구류, 금형용 소재, 각종 성형제품 등",2012-11-27,2012-11-30,38,1324,30,30,28,한국금형공업협동조합,서울 금천구 독산동 287-2번지 금형회관 6층 ,2012-06-01,2012-10-10
2012,국제 바이오 엑스포 제팬,BIO tech 2012,INT'L BIO FORUM & BIO EXPO JAPAN,일반전시회,매년,일본,동경,Tokyo Big Sight,바이오산업,"바이오 연구지원기기, 서비스, 기술, 시약",2012-04-25,2012-04-27,18,510,11,10,5,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 전시마케팅실 ,2012-02-21,2012-04-13
2012,중국 국제 과학기자재 전시회,CISILE 2012,China International Scientific Instrument and,일반전시회,매년,중국,베이징,CIEC,"바이오산업, 화학산업 분야","과학기자재, 기타 실험기기 및 장비, 진단기기 및 시약 등",2012-05-15,2012-05-17,16,495,11,10,0,한국무역협회,서울 강남구 삼성1동 무역센터 트레이드타워  47층 전시마케팅실 ,2012-02-21,2012-05-13
2012,2012 홍콩국제광학전,HK Optical Fair 2012,Hong Kong Optical Fair2012,일반전시회,매년,중국,홍콩,홍콩전시컨벤션센터,안경패션관련 산업상품,"안경테, 선글라스, 렌즈, 콘택트렌즈, 광학기기 및 액세서리 및 패션상품",2012-11-07,2012-11-09,20,607,31,30,25009,(재)한국안경산업지원센터,대구시 북구 노원동3가 1205-1번지 6층 (재)한국안경산업지원센터 ,2012-05-02,2012-05-23
2012,2012 인도 아시아 공작기계 전시회,AMTEX 2012,2012 ASIAN MACHINE TOOL EXHIBITION,일반전시회,격년,인도,뉴델리,Pragati Maidan,각종 산업용공구 및 공작기계. 자동화기기 및 NC시스템 ,"절삭공구, 연마공구, 공작기계, 열처리기기, 자동화기기 등",2012-07-27,2012-07-30,14,345,11,11,235,한국공구공업협동조합,서울 마포구 신수동  371-22 공구회관 5층 ,2012-03-02,2012-03-09
2012,중국전자부품 및 제조기기산업전,Nepcon China,Nepcon China,일반전시회,매년,중국,상하이,World Expo Exhibition Center,전자,SMT/PCB 생산기자재 등,2012-04-25,2012-04-27,22,650,11,10,25,한국전자공업협동조합,서울 서초구 방배1동 925-9 ,2012-01-26,2012-02-24
2012,시설원예 및 식물공장 전시회,GPEC2012,Greenhouse Horticulture & Plant Factory Exhibition,일반전시회,격년,일본,도쿄,Tokyo Big Sight East Exhibitio,시설원예분야 및 식물공장,"시설원예용 장비 및 부품, 식물공장 장비 및 부품, 기타 환경제품 등..",2012-07-25,2012-07-27,9,150,12,11,1,한국농기계공업협동조합,서울 송파구 잠실본동 305-21 ,2012-02-01,2012-07-20
2012,제 14회 아르헨티나 국제 플라스틱 산업전,The 14th International Plastics Exhibition,Argenplas 2012,일반전시회,격년,아르헨티나,부에노스아이레스,Centro Costa Salguero,플라스틱 산업 관련 기자재 일체,플라스틱 산업 관련 기자재 일체,2012-06-18,2012-06-22,70,220,11,10,0,한국합성수지가공기계공업협동조합,서울 영등포구 문래동3가  77-8 한영빌딩 405호 ,2012-01-02,2012-08-27
2012,제4회 베트남 국제 플라스틱 및 고무산업전,Plastics and Rubber Vietnam  2012,The 4th International Plastics & Rubber Technologies and Materials Exhibition for Vietnam,일반전시회,격년,베트남,호치민,Saigon Exhibition & Convention,플라스틱 및 고무 산업 관련 기자재 일체,플라스틱 및 고무 산업 관련 기자재 일체,2012-02-29,2012-03-02,21,216,11,10,11,한국합성수지가공기계공업협동조합,서울 영등포구 문래동3가  77-8 한영빌딩 405호 ,2011-11-01,2012-02-29
2012,2012 네오콘 세계무역박람회,NeoCon 2012, NeoCon World's Trade Fair 2012,일반전시회,매년,미국,시카고, The Merchandise Mart,가구 및 인테리어,"가구, 인테리어, 원부자재 등 ",2012-06-11,2012-06-13,22,1173,20,10,10,대한가구연합회,서울 송파구 석촌동 2-9 금보빌딩 5층 ,2012-02-01,2012-05-30
2012,제4회 베트남 국제 전기기기전,ELENEX VIETNAM 2012,"4th International Electrical Installation, Transmission & Distribution and Lighting Technologies, Supplies & Services Exhibition",일반전시회,격년,베트남,호치민,Saigon Exhibition & Convention,전기 및 전력 기기/기술 분야,"전기 관련 제품 일체, 전력 발전설비 및 기기/시스템",2012-09-19,2012-09-21,34,250,11,10,20,한국전기공업협동조합,경기도 성남시 분당구 야탑동 191 ,2012-01-10,2012-11-19
2012,두바이 국제 전력 및 수처리전,MEE 2013,Middle East Electricity 2013,일반전시회,매년,아랍에미리트,두바이,Dubai International Exhibition,"전기, 전력, 수처리","전기, 전력, 전선, 가스, 에너지, 펌프, 밸브, 파이프 등",2013-02-07,2013-02-09,59,999,13,12,10,한국전기공업협동조합,경기도 성남시 분당구 야탑동 191 ,2012-05-30,2012-11-09
2012,베트남 국제 건설 및 빌딩 박람회 2012,VICB 2012,Vietnam International Construction & Building Exhibition 2012,일반전시회,매년,베트남,호치민,SECC,건설 관련 부자재,"건설장비 및 부자재, 기술, 엔지니어, 냉동공조설비, 보안장비 등",2012-06-19,2012-06-21,13,68,15,15,5,한국금속공업협동조합,서울 영등포구 여의도동 금산빌딩  10층 ,2012-03-01,2012-05-30
2012,6월 홍콩 주얼리 & 젬 페어 2012,June Hong Kong Jewellery Fair 2012,June Hong Kong Jewellery & Gem Fair 2012,일반전시회,매년,홍콩,홍콩,홍콩 컨벤션 & 엑시비션 센터,귀금속장신구,"각종 금   은   귀금속 주얼리, 다이아몬드, 진주, 젬스톤 원석 및 주얼리 앤틱, 에스테이트 주얼리 및 시계, 부품, 부자재, 액세서리, 포장용품 등",2012-06-21,2012-06-24,31,1284,15,14,817,한국귀금속가공업연합회,서울 종로구 돈의동 68 삼호빌딩 3층 ,2012-02-29,2012-03-15
2012,아랍에미리트 음료기술 전시회 2012,DDTE 2012,Dubai Drink Technology Expo 2012,일반전시회,매년,아랍에미리트,두바이,두바이 월드 트레이드센터,"음료산업,프로세싱(음료제조, 제빙)시스템, 정수기(쿨러&희터)","음료 및 생수, 정수기 및 연수기, Water Cooler/Heater, 제빙기등",2012-12-04,2012-12-06,66,265,21,20,9,한국정수기공업협동조합,서울 서초구 방배동  816-18  정수회관 1층 ,2012-08-07,2012-10-30
2012,제44회 독일 뒤셀도르프의료기기전시회,MEDICA 2012,44th World Forum for medicine International Trade Fair with Congress,일반전시회,매년,독일,뒤셀도르프,국제박람회장,의료기기,의료기기 전분야,2012-11-14,2012-11-17,66,5225,78,66,160,한국의료기기공업협동조합,서울 성동구 성수2가3동289 289-9 덕산빌딩 7층 ,2012-07-18,2012-11-13
2012,홍콩 아시아태평양 피혁 원단 전시회,Asia Pacific Leather Fair,APLF,일반전시회,매년,홍콩,홍콩,홍콩컨벤션&익시비션센터,피혁원단,"피혁 원자재, 원단",2012-03-28,2012-03-30,51,1235,31,22,371,한국피혁공업협동조합,서울 중구 신당5동101∼156 101-7 동원빌딩 402호 ,2012-01-30,2012-02-24
2012,2013홍콩 완구 및 게임용품 박람회,-,HONG KONG TOYS & GAMES FAIR,일반전시회,매년,중국,홍콩,홍콩컨벤션센터,완구,완구 및 게임,2013-01-07,2013-01-10,37,2000,27,20,40,한국완구공업협동조합,"서울시 구로구 구로3동 826-1 동일테크노타운 2차, 4층 ",2012-05-01,2012-12-04
2012,인도네시아 직업훈련장비전 2012,Indonesia Human Resource 2012,Indonesia Human Resource and Vocational Training 2012,일반전시회,격년,인도네시아,자카르타,JL Expo,교육 및 훈련장비 시스템,기초과학기기  교육훈련장비,2012-12-05,2012-12-08,36,1685,11,11,1200,한국과학기기공업협동조합,서울 종로구 창성동 131 ,2012-07-01,2012-10-31
2012,2012.인도산업자동화박람회,IA INDIA 2012,Industrial Automation INDIA 2012,기타,매년,인도,델리,BCEC,"자동화, 로보틱스, IT, 정밀기계, 산업기술","로보틱스, 레이져테크놀러지, 산업빌딩자동화시스템, 마이크로엔지니어링, 산업IT & S/W등",2012-11-21,2012-11-24,25,403,11,10,10,부천산업진흥재단,경기부천시 원미구약대동 193 부천테크노파크4단지 401동 1503호 ,2012-03-26,2012-06-20
2012,두바이 국제 건축 및 냉동공조 박람회,DUBAI BIG5 SHOW 2012,Building/Water Technology & Enviornment/Air Conditioning,일반전시회,매년,아랍에미리트,두바이,월드트레이드센터,건축 및 냉동공조 전문전시회,건축관련기기 및 냉난방관련기기,2012-11-05,2012-11-08,70,2500,16,15,2200,한국냉동공조협회,서울 강남구 삼성동  161-7번지 공조회관 한국냉동공조협회 ,2012-06-01,2012-12-10
2012,일본조선해양박람회,2012 SEA JAPAN,2012 SEA JAPAN,일반전시회,격년,일본,도쿄,도쿄빅사이트,"조선, 해운 및 해양관련 기자재","선 해양 관련 기자재, 장비, 기술 및 서비스 일체",2012-04-18,2012-04-20,30,389,10,9,30,한국조선기자재공업협동조합,서울영등포구여의도동 12-5 중앙보훈회관빌딩 8층 ,2012-02-01,2012-02-10
2012,제26회 중국 국제 세라믹스공업 전시회,Ceramics China 2012,The 26th China International Ceramics Industry Exhibition,일반전시회,매년,중국,광저우,파주전시관,"세라믹, 파인세라믹, 에너지, 광, 전자 등 첨단 세라믹 등","생활도자기, 타일 및 위생도기, 파인세라믹 생산기술 및 설비, 세라믹 및 파인세라믹 원료, 제품, 첨단세라믹 제품, 부품·소재 등",2012-05-28,2012-05-31,20,650,20,20,19,대한도자기타일공업협동조합,서울 서대문구 대현동 53-20 요업회관 4층 502호 ,2012-02-25,2012-03-30
2012,"춘계 모드상하이 (상하이 국제 의류, 섬유 박람회)",MODE SHANGHAI S/S,MODE SHANGHAI S/S,일반전시회,연2회,중국,상하이,Shanghai New Int'l Expo Center,"의류, 패션잡화 및 패션 소재","여성복, 남성복, 캐쥬얼의류, 가방, 스카프, 부자재 등",2012-03-13,2012-03-15,14,400,30,30,30,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호 ,2012-03-05,2012-03-08
2012,2013 춘계 뮌헨 패브릭스타트,2013 SS MFS,2013 SS Munich Fabric Start,일반전시회,연2회,독일,뮌헨,M.O.C Munich,"원사, 직물, 의류, 악세사리","원사, 직물, 의류, 악세사리",2013-01-31,2013-02-02,36,800,40,40,38,한국섬유직물수출입조합,서울 강남구 대치3동 섬유센터빌딩  16층 한국섬유직물수출입조합 ,2012-09-06,2012-11-28
2012,"2012 상해 건축, 건설기계 전시회",Bauma China 2012,"International Trade Fair for Construction Machinery, Building Material Machines, Construction Vehicles and Equipment",일반전시회,격년,중국,상해,Shanghai New International Exp,"건설기계 및 부품, 건설용 차량 및 건축기자재 관련 제조업체 및 종사자","건설기계 및 부품, 건설용 차량 및 건축기자재 등",2012-11-27,2012-11-30,40,2000,39,19,1200,한국건설기계산업협회,경기도 성남시 분당구 금곡동 35 ,2012-01-30,2012-12-07
2012,모바일월드콩그레스2013,MWC2013,Mobile World Congress 2013,일반전시회,매년,스페인,바르셀로나,-,IT분야,모바일 관련 기기 및 부품,2013-02-25,2013-02-28,205,1500,12,12,20,대·중소기업협력재단,서울 구로구 구로디지털3길 3번지 키콕스벤쳐센터 8층 ,2013-02-01,2013-12-27
2012,하노버 파스너전시회 2012,FFH2012,Fastener Fair Hannover 2012,일반전시회,격년,독일,Hannover,Deutsche Messe,"금속, 금속제품, 기계요소 부품","Fastener, Bolt, Nut, Bearing, Fastener Packaging Machine ",2012-04-24,2012-04-26,28,400,12,11,11,한국파스너공업협동조합,서울 금천구 가산동 371-28 우림라이온스밸리 C-710 ,2012-03-22,2012-04-29
2012,아부다비 오일 앤 가스 산업전,Adipec 2012,Abu Dhabi International Peroleum Exhibition and conference 2012,일반전시회,격년,아랍에미리트,아부다비,National Exhibition Centre,"석유, 가스","밸브, 배관, 기자재, 자동화 제어 시스템, 건설 및 운송 장비, 저장 탱크 등",2012-11-11,2012-11-14,91,1502,16,15,601,한국계측기기연구조합,경기 부천시 원미구 약대동 부천테크노파크2단지(200∼203동) 203동 901호 ,2012-02-06,2012-04-30
2012,2012뉴욕국제화장품미용박람회,HBA NY 2012,HBA Global Expo 2012,일반전시회,매년,미국,뉴욕,Jacop K. Javits Convention Cen,화장품 및 미용용품,"화장품, 미용용품, 화장소품, 화장도구, 화장품용기, 미용기기 등",2012-06-19,2012-06-21,26,448,16,15,277,한국화장품공업협동조합,서울 영등포구 여의도동 16-2 중소기업중앙회 802호 ,2012-01-25,2012-02-24
2012,독일에센보안전시회,Security Essen 2012,20th International Trade Fair for Security and       Fire Prevention,일반전시회,격년,독일,에센,Essen Fair Ground,"보안, 안전, 방범","감시기기-CCTV, DVR, 생체인식기, 출입통제장치, 방범설비등",2012-09-25,2012-09-28,38,1078,18,17,583,한국감시기기공업협동조합,서울 광진구 자양2동680 -68번지 세경빌딩 4층 ,2012-01-01,2012-06-30
2012,아랍에미리트 두바이 보석전,IJW 2011,Dubai International Jewellery Week 2012,유망전시회,매년,아랍에미리트,두바이,국제전시컨벤션센타,주얼리,"시계,보석,장신구,은제품,보석 가공기계 등이 전시되며 중동지역 최대의 종합 보석 박람회",2012-10-31,2012-11-04,30,1100,10,9,8,한국귀금속가공업연합회,서울 종로구 돈의동 68 삼호빌딩 3층 ,2012-05-16,2012-09-03
2012,인도네시아 자카르타 국제플라스틱 및 고무산업전,Plastics & Rubber Indonesia 2012,"The 25th International Plastics & Rubber Machinery, Processing & Materials  Industries Exhibition",유망전시회,매년,인도네시아,자카르타,Jakarta International Expo Kem,"플라스틱, 고무, 포장 관련기계 및 시설 자재","플라스틱, 고무, 포장 관련기계 및 시설 자재",2012-10-10,2012-10-13,39,595,11,10,10,한국합성수지가공기계공업협동조합,서울 영등포구 문래동3가  77-8 한영빌딩 405호 ,2012-01-02,2012-08-31
2012,러시아 모스크바 국제화장품미용전,INTERCHARM 2012,INTERCHARM 2012,유망전시회,매년,러시아,모스크바,Croous Expo Exhibition Complex,화장품 및 미용용품,"화장품, 미용용품, 화장소품, 화장도구, 화장품용기, 미용기기",2012-10-24,2012-10-27,27,928,25,24,0,한국화장품공업협동조합,서울 영등포구 여의도동 16-2 중소기업중앙회 802호 ,2012-01-25,2012-07-27
2012,한국서부발전 2012 상하이 한국기계전,KOMAF Shanghai 2012,Korea Machinery Fair Shanghai 2012,일반전시회,매년,중국,상하이,상하이신국제전시장,"플랜트, 기계분야","플랜트 및 기자재, 금속공작기계, 금형, 자동화기기, 제어계측기기 등",2012-07-03,2012-07-06,0,0,30,20,0,대·중소기업협력재단,서울 구로구 구로디지털3길 3번지 키콕스벤쳐센터 8층 ,2012-06-21,2012-07-27
2012,2012 일본선물용품잡화전시회,GIFTEX 2012,GIFTEX World 2012,일반전시회,매년,일본,동경,Big Sight,"생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품","생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품",2012-07-04,2012-07-06,16,627,11,10,10,한국공예협동조합연합회,서울 용산구 효창동 5-104번지 일진빌딩 4층 ,2012-03-26,2012-05-11
2012,싱가포르 방송기술박람회,BCA,Broadcast Asia,일반전시회,매년,싱가포르,싱가포르,썬텍 싱가포르,"방송, 통신, 영상, 위성, 음향기기 전문전시","3D, 디지털TV, IPTV, 오디오 및 방송관련장비, 시스템, 카메라, 셋탑박스 등",2012-06-19,2012-06-22,42,659,11,10,98,중소기업중앙회,서울 영등포구 여의도동 중소기업중앙회  3층 ,2012-06-01,2012-06-11
2012,일본 도쿄 기계요소기술전,M-Tech 2012,16th Mechanical Components & Materials Technology Expo,유망전시회,매년,일본,도쿄,Big Sight,"나사제조기술, 모션기술, 조립금속제품 제조 등","파스너, 베어링, 스프링 등 기계요소제품 및 관련 기계",2012-06-20,2012-06-22,11,1600,12,11,11,한국파스너공업협동조합,서울 금천구 가산동 371-28 우림라이온스밸리 C-710 ,2012-06-19,2012-06-23
2012,이탈리아 베로나 석재전,marmomacc 2012,"International Exhibition of Marble,Stone &Technology",유망전시회,매년,이탈리아,베로나,VERONAFIERE,"석재류, 석재용 및 연마용 다이아몬드공구류, 관련기기","대리석, 화강암, 석재용 및 연마용 다이아몬드공구, 관련기기",2012-09-26,2012-09-29,61,1518,18,14,669,한국공구공업협동조합,서울 마포구 신수동  371-22 공구회관 5층 ,2012-01-10,2012-03-08
2012,미국 달라스 냉동공조전,AHR EXPO 2013,International Air-ConditioningHeating Refrigerating,유망전시회,격년,미국,달라스,뉘른베르그메세,냉동공조 전문전시회,"에어컨디셔닝, 냉동냉장고, 환기 및 송풍기, 냉난방기(히트펌프)",2013-01-28,2013-01-31,43,881,16,15,750,한국냉동공조협회,서울 강남구 삼성동  161-7번지 공조회관 한국냉동공조협회 ,2012-01-26,2013-01-31
2012,일본 동경 브라이달 산업페어,Tokyo bridal industry fair,Tokyo bridal industry fair,유망전시회,매년,일본,도쿄,-,-,-,2012-07-10,2012-07-11,1,12,12,12,12,(사)한국웨딩산업진흥협회,서울강남구청담동 119-11 솔머리빌딩 401호 ,2012-04-12,2012-04-22
2012,일본 도쿄 기프트쇼,The 75th TIGS,The 75th Tokyo International Gift Show,유망전시회,연2회,일본,동경,Big Sight,"생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품 ","생활용품, 공예품, 완구·문구, 선물, 판촉물, 액자, 종이류, 생활용품, 주방용품 ",2013-02-06,2013-02-08,24,2524,16,15,1954,한국공예협동조합연합회,서울 강서구 화곡동  1115-29 장안빌딩4층 ,2013-01-09,2013-01-14
